Philosophe	Naissance	Mort	Catégorie	Image	Page Wikipedia	Extrait Wikipédia
Gareth Evans	1946	1980	Philosophie analytique		https://fr.wikipedia.org/wiki/Gareth_Evans_(philosophe)	<p><b>Gareth Evans</b> (<time datetime="1946-05-12" data-sort-value="1946-05-12">12 mai 1946</time> - <time datetime="1980-08-10" data-sort-value="1980-08-10">10 août 1980</time>) est un philosophe britannique, disciple de Peter Strawson, et actif à l'université d'Oxford dans les années 1970. Il est mort prématurément d'un cancer du poumon.</p><p>Son ouvrage principal, <i>The Varieties of Reference</i> (Oxford University Press, 1982), inachevé et posthume, a été édité par son proche collègue John McDowell. L'ouvrage est une défense d'une conception néo-frégéenne du langage et de l'esprit.</p>
Jean-Luc Marion	1946		Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/d/d0/Jean-Luc_Marion.png	https://fr.wikipedia.org/wiki/Jean-Luc_Marion	<p><b>Jean-Luc Marion</b> est un philosophe et universitaire français né le <time datetime="1946-07-03" data-sort-value="1946-07-03">3 juillet 1946</time> à Meudon.</p><p>Son travail, qu'il définit comme « phénoménologie de la donation », revendique la postérité d'Edmund Husserl et de Martin Heidegger, auxquels il est introduit dès ses années de formation par Jean Beaufret puis par Jacques Derrida, mais Marion est également influencé par l'historien de la philosophie Ferdinand Alquié et le théologien Hans Urs von Balthasar.</p><p>Son œuvre souhaite se situer dans la tradition phénoménologique française, illustrée par Paul Ricœur, Emmanuel Levinas ou Michel Henry, avec un infléchissement qui la rend emblématique de ce que Dominique Janicaud a nommé le « tournant théologique ».</p><p>Ses ouvrages sont traduits dans plusieurs langues. Il est membre de l'Académie française.</p>
Jonathan Dancy	1946		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/0/07/Jonathan_Dancy%2C_Paris_2013.JPG	https://fr.wikipedia.org/wiki/Jonathan_Dancy	<p><b>Jonathan Peter Dancy</b>, né le <time datetime="1946-05-08" data-sort-value="1946-05-08">8 mai 1946</time>, est un philosophe britannique, travaillant sur des questions d’épistémologie et d’éthique. Actuellement professeur à l'université du Texas à Austin, après avoir travaillé à l’université de Reading.</p><p>Dancy, après avoir travaillé sur des questions d‘épistémologie et plus particulièrement sur la nature de la perception (l’argument de l'illusion), devint le représentant principal, dans le cadre de la réflexion sur l’éthique, du <i>particularisme moral</i> (également connu sous le nom de <i>particularisme éthique</i>). Il défend aussi ce qu’il qualifie de <i>holisme des raisons</i>, l’idée selon laquelle la considération de ce qui constitue la raison pour agir d’une certaine façon dans un cas particulier peut, dans un autre cas, ne pas le faire du tout, ou, dans d’autres cas encore, peut même être la raison pour ne pas agir de telle façon. En ce sens, les raisons sont relatives au contexte. Dancy affirme que le holisme des raisons apporte un soutien majeur pour le postulat principal de son particularisme, c'est-à-dire de l’idée selon laquelle il n’y a pas de principes moraux, et notre sphère morale peut fonctionner parfaitement sans eux.</p>
Catharine MacKinnon	1946		Philosophie sociale et politique XXe 	https://upload.wikimedia.org/wikipedia/commons/7/72/MacKinnon.8May.CambridgeMA.png	https://fr.wikipedia.org/wiki/Catharine_MacKinnon	<p>Catharine Alice MacKinnon, née le 7 octobre 1946 à Minneapolis (Minnesota) est une avocate, écrivaine, juriste et féministe radicale américaine. Elle enseigne le droit. Engagée dans la mouvance du féminisme radical, elle publie en 1979 un rapport sur le harcèlement sexuel, <i>Sexual Harassment of Working Women : A Case of Sex Discrimination</i>. Elle est à l'origine de la définition du harcèlement sexuel dans la loi aux États-Unis. Elle a joué un rôle majeur dans la reconnaissance en droit international du viol comme crime de guerre.</p>
Julia Annas	1946		Philosophie XXe		https://fr.wikipedia.org/wiki/Julia_Annas	<p><b>Julia Elizabeth Annas</b> (née en 1946) est une philosophe britannique enseignant aux États-Unis. Elle est <i>Regents Professor <span title="Article en anglais : « Regents Professor »">(en)</span></i> de philosophie à l'université d'Arizona. Elle a fondé la revue <i>Oxford Studies in Ancient Philosophy</i>.</p><p>Elle est élue membre de l'Académie américaine des arts et des sciences en 1992 ainsi que de la Société américaine de philosophie en 2013.</p>
Peter Singer	1946		Philosophie morale XXe	https://upload.wikimedia.org/wikipedia/commons/5/5b/Peter_Singer.jpg	https://fr.wikipedia.org/wiki/Peter_Singer	<p><b>Peter Albert David Singer</b> dit <b>Peter Singer</b>, né le <time datetime="1946-07-06" data-sort-value="1946-07-06">6 juillet 1946</time> à Melbourne, est un philosophe utilitariste australien. Il est titulaire de la chaire d'éthique de l'université de Princeton (États-Unis) et professeur à l'université Charles-Sturt (Melbourne) en Australie.</p><p>Il a travaillé deux fois dans la chaire de philosophie de l'université Monash (Melbourne), où il a créé le centre de bioéthique humaine. En 1996, il se présenta sans succès en tant que candidat Vert pour le Sénat australien. En 2004, il fut reconnu comme l'humaniste australien de l'année par le Conseil des sociétés humanistes australiennes. En dehors du milieu universitaire, Singer est surtout connu pour son livre <i>La Libération animale</i>, considéré comme le livre fondateur des mouvements modernes de droits des animaux. Ses positions sur des questions de bioéthique développées dans <i>Rethinking Life and Death : The Collapse of Our Traditional Ethics</i> et <i>Questions d'éthique pratique</i> ont également suscité la controverse, notamment aux États-Unis et en Allemagne. Singer est partisan de l'altruisme efficace dont il décrit les principes dans <i>The Life You Can Save</i> (2009) et <i>The Most Good You Can Do</i> (2015 - paru en français sous le titre <i>L'Altruisme efficace</i> en 2018).</p>
Stephen Darwall	1946		Philosophie morale XXe		https://en.wikipedia.org/wiki/Stephen_Darwall	<p>Stephen Darwall (né en 1946) est un philosophe moral contemporain, surtout connu pour son travail de développement des thèmes kantiens et déontologiques. Il est professeur de philosophie Andrew Downey Orrick à l'université de Yale.</p>
Susan Moller Okin	1946	2004	Philosophie sociale et politique XXe		https://fr.wikipedia.org/wiki/Susan_Moller_Okin	<p><b>Susan Moller Okin</b> (<time datetime="1946-07-19" data-sort-value="1946-07-19">19 juillet 1946</time> - <time datetime="2004-03-03" data-sort-value="2004-03-03">3 mars 2004</time>) était une philosophe, auteure et féministe libérale.</p>
Tyler Burge	1946		Philosophie analytique		https://fr.wikipedia.org/wiki/Tyler_Burge	<p><b>Tyler Burge</b> (/ bɜːrd /;), né le <time datetime="1946-01-01" data-sort-value="1946-01-01">1<sup>er</sup> janvier 1946</time> à Atlanta, est professeur distingué de philosophie à l'Université de Californie à Los Angeles (UCLA). Burge a apporté maintes contributions dans de nombreux domaines philosophiques, notamment la philosophie de l’esprit, la philosophie de la logique, l’épistémologie, la philosophie du langage et l’histoire de la philosophie.</p>
Hartry Field	1946		Philosophie analytique		https://fr.wikipedia.org/wiki/Hartry_Field	<p><b>Hartry H. Field</b> (né en 1946) est professeur de philosophie à l'université de New York et un des principaux contributeurs contemporain à la philosophie du langage, philosophie de l'esprit et philosophie des mathématiques. Il a enseigné à l'université de Princeton, l'université de Californie du Sud et au Graduate Center de l'université de la ville de New York. Il obtient son Ph.D. de philosophie à l'université Harvard sous la direction de Hilary Putnam.</p>
Linda Zagzebski	1946		Philosophie analytique		https://en.wikipedia.org/wiki/Linda_Zagzebski	<p>Linda Trinkaus Zagzebski (née en 1946) est une philosophe américaine. Elle est professeur émérite de recherche George Lynn Cross, ainsi que titulaire de la chaire émérite Kingfisher College de philosophie de la religion et de l'éthique, à l'université d'Oklahoma. Elle écrit dans les domaines de l'épistémologie, de la philosophie de la religion et de la théorie de la vertu.</p>
Terence Irwin	1947		Philosophie analytique		https://en.wikipedia.org/wiki/Terence_Irwin	<p>Terence Henry Irwin FBA (/ˈɜːrwɪn/ ; né le 21 avril 1947), généralement cité sous le nom de T. H. Irwin, est un universitaire et un philosophe spécialisé dans la philosophie grecque antique et l'histoire de l'éthique (c'est-à-dire l'histoire de la philosophie morale occidentale aux époques antique, médiévale et moderne). Il a été professeur d'histoire de la philosophie à l'Université d'Oxford et membre du Keble College, Oxford, de 2007 à 2017.</p>
Martha Nussbaum	1947		Philosophie morale XXe	https://upload.wikimedia.org/wikipedia/commons/f/f1/Martha_Nussbaum_wikipedia_10-10.jpg	https://fr.wikipedia.org/wiki/Martha_Nussbaum	<p><b>Martha Nussbaum</b>, née Martha Craven le <time datetime="1947-05-06" data-sort-value="1947-05-06">6 mai 1947</time>, est une philosophe américaine qui s'intéresse particulièrement à la philosophie antique, au droit et à l'éthique.</p>
Nancy Fraser	1947		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/d/d5/NancyFraser.JPG	https://fr.wikipedia.org/wiki/Nancy_Fraser	<p><b>Nancy Fraser</b>, née le <time datetime="1947-05-20" data-sort-value="1947-05-20">20 mai 1947</time> à Baltimore, est une philosophe féministe et post-structuraliste, qui, depuis 1995, enseigne la science politique et la philosophie à la New School de New York.</p>
Philip Kitcher	1947		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/c/c6/Philip_kitcher.jpg	https://fr.wikipedia.org/wiki/Philip_Kitcher	<p><b>Philip Stuart Kitcher</b> (né le <time datetime="1947-02-20" data-sort-value="1947-02-20">20 février 1947</time>) est un professeur de philosophie britannique à l'Université de Columbia, spécialisé dans la philosophie des sciences, la philosophie de la biologie, la philosophie des mathématiques, la philosophie de la littérature, et plus récemment le pragmatisme.</p>
Elliott Sober	1948		Philosophie analytique		https://en.wikipedia.org/wiki/Elliott_Sober	<p>Elliott R. Sober (né le 6 juin 1948) est Hans Reichenbach Professor et William F. Vilas Research Professor au département de philosophie de l'université du Wisconsin-Madison. Sober est connu pour ses travaux en philosophie de la biologie et en philosophie générale des sciences.</p>
Terence Horgan	1948		Philosophie analytique			<p>Terence Horgan est un philosophe de l'Université d'Arizona. Il écrit des articles sur la métaphysique, l'épistémologie, la philosophie de l'esprit et la métaéthique.</p>
Graham Priest	1948		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/e/e8/GrahamPriest2.jpg	https://fr.wikipedia.org/wiki/Graham_Priest	<p><b>Graham Priest</b>, né en 1948, est un philosophe et un logicien contemporain à la double nationalité britannique et australienne.</p><p>Spécialiste des logiques non-classiques, il est l’un des pionniers de la paraconsistance moderne. Il est actuellement Professeur distingué de philosophie au Centre d’études supérieures de la City University of New York et Professeur émérite de la Chaire de philosophie Boyce Gibson à l’Université de Melbourne.</p>
Axel Honneth	1949		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/0/02/Axel_Honneth_2016-04-18.jpg	https://fr.wikipedia.org/wiki/Axel_Honneth	<p><b>Axel Honneth</b>, né le <time datetime="1949-07-18" data-sort-value="1949-07-18">18 juillet 1949</time> à Essen, est un philosophe et sociologue allemand. Il est depuis 2001 directeur de l'Institut de recherche sociale — connu pour avoir hébergé l'<i>École de Francfort</i> — à Francfort-sur-le-Main en Allemagne.<br>Dans le champ de la philosophie sociale et pratique, Axel Honneth est aujourd’hui associé au projet de relancer la théorie critique amorcée par l’École de Francfort au moyen d’une théorie de la reconnaissance réciproque, dont il a formulé le programme dans <i>La Lutte pour la reconnaissance</i>.</p>
Iris Marion Young	1949	2006	Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/b/ba/Iris_Marion_Young.jpg	https://fr.wikipedia.org/wiki/Iris_Marion_Young	<p><b>Iris Marion Young</b> (<time datetime="1949-01-02" data-sort-value="1949-01-02">2 janvier 1949</time> – <time datetime="2006-08-01" data-sort-value="2006-08-01">1<sup>er</sup> août 2006</time>) est une professeure de science politique, philosophe et féministe américaine, connue pour ses travaux sur la nature de la justice et sur les différences sociales. Elle a notamment été professeure de science politique à l'université de Chicago et est une figure éminente du centre des études sur le genre (<i>Center for Gender Studies</i>) et du programme des droits de l'homme de l'université. Ses recherches couvrent les théories politiques contemporaines, les théories féministes, et l'analyse des politiques publiques. Elle considère l'activisme politique comme important et encourage ses étudiants à s'impliquer eux-mêmes dans leurs communautés.</p>
Ruwen Ogien	1949	2017	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/7/78/Ruwen_Ogien_%282014%29.jpg	https://fr.wikipedia.org/wiki/Ruwen_Ogien	<p><b>Ruwen Ogien</b> est un philosophe libertaire français, né un 24 décembre à Hofgeismar dans le land de Hesse et mort le <time datetime="2017-05-04" data-sort-value="2017-05-04">4 mai 2017</time> à Paris. Ses travaux portent notamment sur la philosophie morale et la philosophie des sciences sociales. Il est à l'origine de l'éthique minimale, une théorie qui réduit la morale à quelques principes.</p><p>Ruwen Ogien était directeur de recherche au CNRS en philosophie et membre du laboratoire Centre de Recherches Sens Éthique et Société (CERSES).</p>
William Lane Craig	1949		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/5/59/William_Lane_Craig.jpg	https://fr.wikipedia.org/wiki/William_Lane_Craig	<p><b>William Lane Craig</b>, né le <time datetime="1949-08-23" data-sort-value="1949-08-23">23 août 1949</time> à Peoria dans l'Illinois, est un philosophe analytique de la religion, théologien et apologète évangélique baptiste américain. Il est professeur de philosophie à la <i>Talboot School of Theology</i> (Université Biola), à La Mirada, en Californie, et professeur de philosophie à l'Université baptiste de Houston.</p><p>William Lane Craig participe régulièrement à des débats publics universitaires sur l'existence de Dieu et les preuves historiques de la résurrection de Jésus.</p>
Robert Brandom	1950		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/5/5a/Robert_Brandom.jpg	https://fr.wikipedia.org/wiki/Robert_Brandom	<p><b>Robert Brandom</b> (né le <time datetime="1950-03-13" data-sort-value="1950-03-13">13 mars 1950</time>) est un philosophe américain qui enseigne à l'Université de Pittsburgh. Ses travaux sont au carrefour de la philosophie du langage, la philosophie de l'esprit et la philosophie de la logique. Considéré comme l'un des principaux représentants de la philosophie analytique contemporaine, il a soutenu un doctorat à l'Université de Princeton, sous la direction de Richard Rorty et de David K. Lewis.</p>
Edward Jonathan Lowe	1950	2014	Philosophie analytique		https://en.wikipedia.org/wiki/E._J._Lowe_(philosopher)	<p>Edward Jonathan Lowe (/loʊ/ ; 24 mars 1950 - 5 janvier 2014), généralement cité comme E. J. Lowe mais connu personnellement sous le nom de Jonathan Lowe, était un philosophe et universitaire britannique. Il était professeur de philosophie à l'université de Durham.<br>L'une de ses contributions a été une défense sophistiquée de l'interactionnisme dualiste dans la philosophie de l'esprit.</p>
Christopher Peacocke	1950		Philosophie analytique		https://en.wikipedia.org/wiki/Christopher_Peacocke	<p>Christopher Arthur Bruce Peacocke (né le 22 mai 1950) est un philosophe britannique connu pour ses travaux en philosophie de l'esprit et en épistémologie. Ses publications récentes, dans le domaine de l'épistémologie, ont défendu une version du rationalisme. Sa fille, Antonia Peacocke, est également philosophe, actuellement à l'université de Stanford, et spécialisée dans la philosophie de l'esprit.</p>
Colin McGinn	1950		Philosophie analytique		https://fr.wikipedia.org/wiki/Colin_McGinn	<p><b>Colin McGinn</b> est un philosophe britannique appartenant au courant analytique, né le <time datetime="1950-03-10" data-sort-value="1950-03-10">10 mars 1950</time> à West Hartlepool en Angleterre. Il a enseigné la philosophie dans plusieurs établissements universitaires d’Europe et des États-Unis dont le University College de Londres et l’université d’Oxford en Angleterre. Il est actuellement, depuis 2006, professeur de philosophie à l’université de Miami aux États-Unis.</p><p>McGinn est reconnu pour l’importance de son travail en philosophie de l’esprit. Il a notamment été à l’initiative d’une conception naturaliste de l’esprit désignée par le terme de « néo-mystérianisme », conception selon laquelle les capacités cognitives de l’homme ne lui permettent pas de résoudre certains problèmes théoriques, dont celui de la nature de la conscience. C’est le neurobiologiste Owen Flanagan qui a introduit en 1991 le terme de « néo-mystérien » (« <i>new mysterian</i> ») pour décrire la position de McGinn.</p><p>Depuis 1989, année de la rédaction de son premier article exposant cette thèse (« <i><span lang="en">Can We Solve the Mind-Body Problem</span></i> »), McGinn se consacre au développement et à la communication de cette pensée.</p>
Stewart Shapiro	1951		Philosophie analytique		https://fr.wikipedia.org/wiki/Stewart_Shapiro	<p><b>Stewart Shapiro</b> (né en 1951) un professeur de philosophie à l'université de l'Ohio et professeur invité à l'université du Connecticut. Il est une figure de proue de la philosophie des mathématiques où il défend la variété abstraite du structuralisme.</p>
Susan R. Wolf	1952		Philosophie analytique		https://fr.wikipedia.org/wiki/Susan_Wolf	<p>Susan Rose Wolf (née en 1952) est une philosophe américaine. Son champ principal d'intervention est l'éthique. Elle enseigne la philosophie à l'Université de Caroline du Nord à Chapel Hill. Elle a enseigné à l'Université Johns Hopkins (1986-2002), à l'Université du Maryland (1981-1986) et à l'Université Harvard (1978-1981)</p>
Thomas Hurka	1952		Philosophie analytique		https://en.wikipedia.org/wiki/Thomas_Hurka	<p>Thomas Hurka (né en 1952) est un philosophe canadien, titulaire de la chaire distinguée Jackman d'études philosophiques à l'Université de Toronto, qui a enseigné auparavant, de 1978 à 2002, à l'Université de Calgary. Il est l'un des principaux défenseurs de l'éthique de la vertu.</p>
Galen Strawson	1952		Philosophie analytique		https://fr.wikipedia.org/wiki/Galen_Strawson	<p><b>Galen John Strawson</b> (né en 1952) est un philosophe analytique britannique et un critique littéraire dont les principaux travaux portent sur la philosophie de l'esprit, la métaphysique et l'histoire de la philosophie. Ses contributions les plus importantes concernent la question du libre-arbitre et le problème corps-esprit. Il s'est intéressé à des auteurs classiques comme Arnauld, Locke, ou Hume, dont il a revisité les conceptions. Il est aujourd'hui couramment associé à une conception philosophique radicale : le panpsychisme.</p><p>Galen Strawson est le fils du philosophe Peter Strawson. Il a obtenu une chaire de philosophie à l'Université de Reading, dans le sud de l'Angleterre, où il enseigne la philosophie. Il est également rattaché en tant que professeur de philosophie à l'Université du Texas à Austin, aux États-Unis.</p>
John Martin Fischer	1952		Philosophie analytique		https://en.wikipedia.org/wiki/John_Martin_Fischer	<p>John Martin Fischer (né le 26 décembre 1952) est un philosophe américain. Il est professeur distingué de philosophie à l'Université de Californie, Riverside et un contributeur majeur à la philosophie du libre arbitre et de la responsabilité morale.</p>
Peter Carruthers	1952		Philosophie analytique		https://en.wikipedia.org/wiki/Peter_Carruthers_(philosopher)	<p>Peter Carruthers (/kəˈrʌðərz/ ; né le 16 juin 1952) est un philosophe et un scientifique cognitif britannico-américain travaillant principalement dans le domaine de la philosophie de l'esprit, bien qu'il ait également apporté des contributions à la philosophie du langage et à l'éthique. Il est professeur de philosophie à l'Université du Maryland, College Park, membre associé du Neuroscience and Cognitive Science Program, et membre du Committee for Philosophy and the Sciences.</p>
J. David Velleman	1952		Philosophie morale XXe		https://en.wikipedia.org/wiki/J._David_Velleman	<p>J. David Velleman (né en 1952) est professeur émérite de philosophie et de bioéthique à l'université de New York et professeur de recherche Miller en philosophie à l'université Johns Hopkins. Il travaille principalement dans les domaines de l'éthique, de la psychologie morale et de domaines connexes tels que la philosophie de l'action et le raisonnement pratique.</p>
bell hooks	1952		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/7/7b/Bellhooks.jpg	https://fr.wikipedia.org/wiki/Bell_hooks	<p><b>Gloria Jean Watkins</b>, connue sous son nom de plume <b>bell hooks</b>, née le <time datetime="1952-09-25" data-sort-value="1952-09-25">25 septembre 1952</time> à Hopkinsville (Kentucky) et morte le <time datetime="2021-12-15" data-sort-value="2021-12-15">15 décembre 2021</time> à Berea (Kentucky), est une intellectuelle, universitaire et militante américaine, théoricienne du <i>black feminism</i>.</p><p>Elle s'intéresse particulièrement aux relations qui existent entre race, classe et genre, et à la production et la perpétuation des systèmes d'oppression et de domination fondés sur ces catégories.</p><p>Elle a publié plus de trente livres et plusieurs articles dans des publications universitaires ou dans la presse généraliste, est apparue dans plusieurs films documentaires et a participé à des conférences publiques. Principalement à partir d'une perspective féministe et afro-américaine, bell hooks traite de nombreux sujets politiques, notamment de la race, de la classe et du genre dans l'éducation, l'art, l'histoire, la sexualité, les médias de masse et le féminisme.</p>
Christine Korsgaard	1952		Philosophie morale XXe	https://upload.wikimedia.org/wikipedia/commons/7/70/Christine_Korsgaard_at_Amherst_College_2.jpg	https://fr.wikipedia.org/wiki/Christine_Korsgaard	<p><b>Christine Marion Korsgaard</b>, née le <time datetime="1952-04-09" data-sort-value="1952-04-09">9 avril 1952</time>, est une philosophe américaine et chercheuse qui se spécialise en éthique et en histoire de l'éthique : le lien entre philosophie morale et métaphysique, la philosophie de l'esprit, et la théorie d'identité personnelle, la théorie des relations interpersonnelles, et la norme en général. Elle a été professeure à l'université Yale, à l'université de Californie à Santa Barbara, et à l'université de Chicago. Depuis 1991, elle enseigne à l'université Harvard, où elle est professeure de philosophie de l'école Arthur Kingsley Porter. Elle a été décrite comme « l'une des plus grandes éthiciennes de notre époque » grâce à son travail sur l'éthique kantienne.</p>
François Recanati	1952		Philosophie analytique		https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Recanati	<p><b>François Recanati</b>, né le <time datetime="1952-07-08" data-sort-value="1952-07-08">8 juillet 1952</time>, est un philosophe du langage français.</p><p>Il est directeur de recherche au CNRS, directeur d'études à l'École des hautes études en sciences sociales et professeur au Collège de France.</p>
Edward N. Zalta	1952		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/8/85/Edward_N._Zalta._7199285.jpg	https://fr.wikipedia.org/wiki/Edward_N._Zalta	<p><b>Edward N. Zalta</b> (né en 1952) est chercheur au Centre pour l'étude du langage et de l'information <span title="Article en anglais : « Stanford University centers and institutes#Center for the Study of Language and Information »">(en)</span> de l'université Stanford. Il obtient son Ph.D. en philosophie de l'université du Massachusetts à Amherst en 1980. Il a enseigné à l'université Stanford, l'université Rice, l'université de Salzbourg et l'université d'Auckland. Zalta est également le principal éditeur de la <i>Stanford Encyclopedia of Philosophy</i>.</p>
Barry Smith	1952		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/7/7e/Barry_Smith.jpg	https://fr.wikipedia.org/wiki/Barry_Smith	<p><b>Barry Smith</b>, né le <time datetime="1952-06-04" data-sort-value="1952-06-04">4 juin 1952</time> à Bury dans le Grand Manchester, est un philosophe britannique qui enseigne à l'université de Buffalo (New York). Il est également chercheur au <i>New York State Center of Excellence in Bioinformatics and Life Sciences</i>. Il a été, de 2002 à 2006, directeur de l'<i>Institute for Formal Ontology and Medical Information Science</i> à Leipzig et Sarrebruck. Depuis 2019, Barry Smith est professeur invité à l'Université de la Suisse Italienne.</p><p>Smith est l'auteur de quelque 450 publications, dont 15 ouvrages à titre d'auteur ou d'éditeur, et éditeur de la célèbre revue <i>The Monist</i>. Ses recherches portent principalement sur l'ontologie formelle.</p>
Thomas Pogge	1953		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/9/99/2014-01-08_Thomas_Pogge_4805.JPG	https://fr.wikipedia.org/wiki/Thomas_Pogge	<p><b>Thomas Pogge</b> (né le <time datetime="1953-08-13" data-sort-value="1953-08-13">13 août 1953</time>) est un philosophe, actuellement professeur de philosophie et d'affaires internationales à l'université Yale.</p><p>Pogge a obtenu un Ph.D à l'université Harvard sous la direction du célèbre philosophe politique John Rawls. Il s'est lui-même spécialisé en philosophie politique, et a travaillé en particulier sur l'œuvre <i>Théorie de la justice</i> par Rawls, sur celle de Kant, sur le cosmopolitisme et plus récemment sur la pauvreté mondiale. Son ouvrage <i>World Poverty and Human Rights</i> est généralement considéré comme l'un des plus importants sur la question de la justice mondiale (<i>global justice</i> en anglais) et de l'inégalité. L'originalité de la contribution de Pogge est d'insister sur les devoirs négatifs des plus riches envers les plus pauvres dans le monde, et non pas sur leurs devoirs positifs. Pogge soutient que les individus les plus riches ont un devoir de justice impérieux leur commandant d'agir pour éradiquer la pauvreté, et ce avant tout parce qu'ils ont violé leurs devoirs négatifs envers les plus pauvres (tels que celui de ne pas leur imposer un ordre institutionnel mondial injuste, tel que la corruption).</p>
Jeremy Waldron	1953		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/d/da/Jeremy_Waldron_Baldy_Center.jpg	https://fr.wikipedia.org/wiki/Jeremy_Waldron	<p><b>Jeremy Waldron</b> (né le <time datetime="1953-10-13" data-sort-value="1953-10-13">13 octobre 1953</time> en Nouvelle-Zélande) est un spécialiste de théorie du droit et de philosophie politique, actuellement professeur à la New York University.</p>
Michael Sandel	1953		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/4/43/Michael_Sandel_Me_Judice.png	https://fr.wikipedia.org/wiki/Michael_Sandel	<p><b>Michael J. Sandel</b> (né le <time datetime="1953-03-05" data-sort-value="1953-03-05">5 mars 1953</time> à Minneapolis) est un philosophe politique américain. Il est professeur à Harvard, au sein du département de science politique. On peut rattacher son œuvre au courant communautarien de la philosophie politique américaine, notamment de par le type de critique de la théorie de la justice de John Rawls qu'il a développé dans <i>Liberalism and the Limits of Justice</i> (1982).</p><p>Son cours intitulé « Justice » a été suivi par plus de 15 000 étudiants à Harvard et filmé par une télévision de Boston qui l'a diffusé aux États-Unis en 2009. Il fait l'objet de traductions au Japon et en Chine, y rencontrant un grand succès. Son livre <i>Justice, what's the right thing to do</i> s'est vendu à plus d'un million d'exemplaires en Asie du Sud-Est. Michael Sandel a été nommé « Personnalité étrangère de l'année » 2011 dans l'édition chinoise de <i>Newsweek</i>.</p>
Kwame Anthony Appiah	1954		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/c/c1/Kwame_Anthony_Appiah_by_David_Shankbone.jpg	https://fr.wikipedia.org/wiki/Anthony_Appiah	<p><b>Kwame Anthony Appiah</b> est un philosophe ghanéen né en 1954. Il s’intéresse notamment à la théorie politique et morale, à la philosophie du langage et à l’histoire culturelle africaine.</p>
Michael Andrew Smith	1954		Philosophie analytique		https://en.wikipedia.org/wiki/Michael_A._Smith	<p>Michael Andrew Smith (né le 23 juillet 1954) est un philosophe australien qui enseigne à l'université de Princeton (depuis septembre 2004). Il a enseigné auparavant à l'université d'Oxford, à l'université Monash et a été membre du programme de philosophie de la Research School of Social Sciences de l'Australian National University. Il est l'auteur d'un certain nombre de livres et d'articles importants en philosophie morale. En 2013, il a été élu membre de l'Académie américaine des arts et des sciences.</p>
Cass Sunstein	1954		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/0/0f/Cass_Sunstein_%282008%29.jpg	https://fr.wikipedia.org/wiki/Cass_Sunstein	<p><b>Cass R. Sunstein</b>, né le <time datetime="1954-09-21" data-sort-value="1954-09-21">21 septembre 1954</time> à Concord dans le Massachusetts, est un juriste et philosophe américain, spécialisé en droit constitutionnel, en droit administratif, en droit de l'environnement et en économie. Il a été administrateur de l'OIRA (Office of Information and Regulatory Affairs) du gouvernement Obama de 2009 à 2012. Il a enseigné pendant de nombreuses années à l'université de Chicago dont il est toujours professeur invité. Sunstein est actuellement professeur de droit à l'université Harvard.</p>
Timothy Williamson	1955		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/d/de/Professor_Timothy_Williamson.JPG	https://fr.wikipedia.org/wiki/Timothy_Williamson	<p><b>Timothy Williamson</b> (né à Uppsala le <time datetime="1955-08-06" data-sort-value="1955-08-06">6 août 1955</time>) est un philosophe britannique dont les principaux domaines de recherche sont la logique, la philosophie du langage, l'épistémologie et la métaphysique.</p><p>Il est actuellement professeur de logique à l'université d'Oxford.</p><p><br> Depuis 2022 il est professeur invité à l'Université de la Suisse Italienne.</p>
Sally Haslanger	1955		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/6/69/Sally_Haslanger%2C_May_2013_%28cropped%29.jpeg	https://fr.wikipedia.org/wiki/Sally_Haslanger	<p><b>Sally Haslanger</b> est une philosophe américaine. Elle enseigne au Massachusetts Institute of Technology et est titulaire de la chaire de philosophie Spinoza 2015 à l'université d'Amsterdam . Depuis 2009, elle dirige également un programme d'études sur les femmes et les genres au MIT.<br>Haslanger a publié dans de nombreux domaines tels que la métaphysique, la métaphysique féministe, l'épistémologie, la théorie féministe, la philosophie antique ou la philosophie sociale et politique. Les axes principaux de son travail portent sur la persévérance et l'endurance à travers le changement ; l'objectivité et l'objectivation ; et la théorie du genre de Catharine MacKinnon.</p>
