Philosophe	Naissance	Mort	Catégorie	Image	Page Wikipedia	Extrait Wikipédia
Maurice Merleau-Ponty	1908	1961	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/9/98/Maurice_Merleau-Ponty.jpg	https://fr.wikipedia.org/wiki/Maurice_Merleau-Ponty	<p><b>Maurice Merleau-Ponty</b> est un philosophe français, né à Rochefort-sur-Mer le <time datetime=""1908-03-14"" data-sort-value=""1908-03-14"">14 mars 1908</time> et mort le <time datetime=""1961-05-03"" data-sort-value=""1961-05-03"">3 mai 1961</time> dans le <abbr title=""Sixième"">6<sup>e</sup></abbr> arrondissement de Paris. Il est le cousin du philosophe des sciences Jacques Merleau-Ponty. </p> 
Willard Van Orman Quine	1908	2000	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/0/05/Willard_Van_Orman_Quine_passport.jpg	https://fr.wikipedia.org/wiki/Willard_Van_Orman_Quine	<p><b>Willard Van Orman Quine</b>, né le <time datetime=""1908-06-25"" data-sort-value=""1908-06-25"">25 juin 1908</time> à Akron (Ohio, États-Unis) et mort le <time datetime=""2000-12-25"" data-sort-value=""2000-12-25"">25 décembre 2000</time> à Boston (Massachusetts, États-Unis), est un philosophe et logicien américain, l'un des principaux représentants de la philosophie analytique. </p><p>Il est notamment l’auteur des <i>Deux dogmes de l'empirisme</i>, article célèbre de 1951 qui remet en cause la distinction entre énoncés analytiques et énoncés synthétiques et de <i>Le Mot et la Chose</i> en 1960, où il propose sa thèse de l'indétermination de la traduction radicale et une critique de la notion de « signification ». </p><p>L’œuvre de Quine a eu une influence majeure dans les domaines de la philosophie, de la logique, de l'épistémologie et de la sémantique. Son projet d'une « épistémologie naturalisée » a notamment permis d'amorcer un tournant dans la pensée contemporaine — celui du naturalisme philosophique. </p>
Isaiah Berlin	1909	1997	Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/a/a8/IsaiahBerlin1983.jpg	https://fr.wikipedia.org/wiki/Isaiah_Berlin	<p><b>Isaiah Berlin</b>, né le <time datetime=""1909-06-06"" data-sort-value=""1909-06-06"">6 juin 1909</time> à Riga (Empire russe) et mort le <time datetime=""1997-11-05"" data-sort-value=""1997-11-05"">5 novembre 1997</time> à Oxford, est un philosophe politique et historien des idées sociales et politiques en Occident. </p>
Simone Weil	1909	1943	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/2/23/Simone_Weil_04_%28cropped%29.png	https://fr.wikipedia.org/wiki/Simone_Weil	<p><b>Simone Weil</b> (<span title=""Alphabet phonétique international"">/<span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span><span title=""[i] « i » dans « si »."">i</span><span title=""[m] « m » dans « mou »."">m</span><span title=""[ɔ] « o » dans « sort »."">ɔ</span><span title=""[n] en français « n » dans « nous » ; ailleurs avec la langue un peu plus en arrière."">n</span> <span title=""[v] « v » dans « vous »."">v</span><span title=""[ɛ] « è » dans « mère »."">ɛ</span><span title=""[j] « y » dans « payer », « ill » dans « Versailles »."">j</span>/</span>) est une philosophe humaniste française, née à Paris le <time datetime=""1909-02-03"" data-sort-value=""1909-02-03"">3 février 1909</time> et morte à Ashford (Angleterre) le <time datetime=""1943-08-24"" data-sort-value=""1943-08-24"">24 août 1943</time>. </p><p>Sans élaborer de système nouveau, elle souhaite faire de la philosophie une manière de vivre, non pour acquérir des connaissances, mais pour être dans la vérité. Dès 1931, elle enseigne la philosophie et s'intéresse aux courants marxistes antistaliniens. Elle est l'une des rares philosophes à avoir tenté de comprendre la « condition ouvrière » par l'expérience concrète du travail en milieu industriel et agricole. Successivement militante syndicale, proche ou sympathisante des groupes révolutionnaires trotskystes et anarchistes et des formations d'extrême-gauche, mais sans toutefois adhérer à aucun parti politique<sup>,</sup>, écrivant notamment dans les revues <i>La Révolution prolétarienne</i> et <i>La Critique sociale</i>, puis engagée dans la Résistance au sein des milieux gaullistes de Londres, Simone Weil prend ouvertement position à plusieurs reprises dans ses écrits contre le nazisme, et n’a cessé de vivre dans une quête de la justice et de la charité. S'intéressant à la question du sens du travail et de la dignité des travailleurs, elle postule un régime politique qui <span>« ne serait ni capitaliste ni socialiste »</span>. </p><p>Née dans une famille alsacienne d'origine juive et agnostique, elle se convertit à partir de 1936 à ce qu'elle nomme l'« amour du Christ », et ne cesse d’approfondir sa quête de la spiritualité chrétienne. Bien qu'elle n'ait jamais adhéré par le baptême au catholicisme, elle se considérait, et est aujourd'hui reconnue comme une mystique chrétienne. Elle est aussi parfois vue comme une « anarchiste chrétienne ». </p><p>Elle propose une lecture nouvelle de la pensée grecque ; elle commente la philosophie de Platon, en qui elle voit <span>« le père de la mystique occidentale »</span> ; elle traduit et interprète aussi les grands textes littéraires, philosophiques et religieux grecs, dans lesquels elle découvre des <span>« intuitions préchrétiennes »</span>, qu’elle met en parallèle avec les écritures sacrées hindoues et avec le catharisme. Ses écrits, où la raison se mêle aux intuitions religieuses et aux éléments scientifiques et politiques, malgré leur caractère apparemment disparate, forment un tout<sup>,</sup> dont le fil directeur est à chercher dans son amour impérieux de la vérité, qu'elle a définie comme le besoin de l'âme humaine le plus sacré. </p><p>À bout de forces, elle meurt d’épuisement moral et physique et de tuberculose dans un sanatorium anglais le <time datetime=""1943-08-24"" data-sort-value=""1943-08-24"">24 août 1943</time>, à 34 ans. </p> 
Alfred Jules Ayer	1910	1989	Empirisme logique	https://upload.wikimedia.org/wikipedia/commons/2/2f/Alfred_Jules_Ayer.png	https://fr.wikipedia.org/wiki/Alfred_Jules_Ayer	<p><b>Sir Alfred Jules Ayer</b> usuellement appelé <b>A. J. Ayer</b> (St John's Wood, Londres <time datetime=""1910-10-29"" data-sort-value=""1910-10-29"">29 octobre 1910</time> - <time datetime=""1989-06-27"" data-sort-value=""1989-06-27"">27 juin 1989</time>) est un philosophe, logicien et éthicien britannique. </p><p>Il est l'auteur du livre <i>Langage, vérité et logique</i> <span title=""Article en anglais : « Language, Truth, and Logic »"">(en)</span>, paru en 1936, et a enseigné à l'Université de Londres et a l'Université d'Oxford. </p> 
Jeanne Hersch	1910	2000	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/b/bc/Jeanne_Hersch_1991.jpg	https://fr.wikipedia.org/wiki/Jeanne_Hersch	<p><b>Jeanne Hersch</b> (née le <time datetime=""1910-07-13"" data-sort-value=""1910-07-13"">13 juillet 1910</time> à Genève et morte le <time datetime=""2000-06-05"" data-sort-value=""2000-06-05"">5 juin 2000</time> dans la même ville) est une philosophe suisse, reconnue internationalement, dont l'œuvre a pour centre la notion de liberté et les concepts qui s'y rattachent. Elle a été professeure de philosophie à l'université de Genève, directrice de la division philosophique de l'Unesco, et représentante de la Suisse au conseil exécutif de cette même organisation. </p> 
Mikel Dufrenne	1910	1995	Philosophie française XXe		https://fr.wikipedia.org/wiki/Mikel_Dufrenne	<p><b>Mikel Louis Dufrenne</b>, né le <time datetime=""1910-02-09"" data-sort-value=""1910-02-09"">9 février 1910</time> à Clermont (Oise) et mort le <time datetime=""1995-06-10"" data-sort-value=""1995-06-10"">10 juin 1995</time> à Paris, est un philosophe français. Spécialiste d'esthétique, il a donné une orientation phénoménologique à cette discipline. Il a dirigé (en collaboration avec Olivier Revault d'Allonnes) la <i>Revue d'esthétique</i>. </p><p>Il est également à l'origine d'une œuvre métaphysique conséquente, dans laquelle il explore notamment la notion d'<i>a priori.</i> </p>
J.L. Austin	1911	1960	Philosophie analytique		https://fr.wikipedia.org/wiki/J.L._Borges	 
Arne Næss	1912	2009	Philosophie XXe	https://upload.wikimedia.org/wikipedia/commons/3/3e/Arne_N%C3%A6ss%2C_2003_%28cropped%29_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Arne_N%C3%A6ss	<p><b>Arne Næss</b>, né le <time datetime=""1912-01-27"" data-sort-value=""1912-01-27"">27 janvier 1912</time> dans le quartier de Slemdal à Oslo et mort le <time datetime=""2009-01-12"" data-sort-value=""2009-01-12"">12 janvier 2009</time> dans la même ville, est un philosophe norvégien, fondateur du courant de l'écologie profonde. </p>
Henri Maldiney	1912	2013	Philosophie française XXe		https://fr.wikipedia.org/wiki/Henri_Maldiney	<p><b>Henri Maldiney</b>, né le <time datetime=""1912-08-04"" data-sort-value=""1912-08-04"">4 août 1912</time> à Meursault en Côte-d'Or et mort le <time datetime=""2013-12-06"" data-sort-value=""2013-12-06"">6 décembre 2013</time> à Montverdun (dans la Loire), est un philosophe français. </p>
Wilfrid Sellars	1912	1989	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/d/d2/Wilfrid_Sellars_Faculty_Photo.jpg	https://fr.wikipedia.org/wiki/Wilfrid_Sellars	<p><b>Wilfrid Stalker Sellars</b> (<time datetime=""1912-05-20"" data-sort-value=""1912-05-20"">20 mai 1912</time>, <time datetime=""1989-07-02"" data-sort-value=""1989-07-02"">2 juillet 1989</time>) est un philosophe américain. </p>
Albert Camus	1913	1960	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/0/08/Albert_Camus%2C_gagnant_de_prix_Nobel%2C_portrait_en_buste%2C_pos%C3%A9_au_bureau%2C_faisant_face_%C3%A0_gauche%2C_cigarette_de_tabagisme.jpg	https://fr.wikipedia.org/wiki/Albert_Camus	<p><b>Albert Camus</b>, né le <time datetime=""1913-11-07"" data-sort-value=""1913-11-07"">7 novembre 1913</time> à Mondovi (aujourd’hui Dréan), en Algérie, et mort accidentellement le <time datetime=""1960-01-04"" data-sort-value=""1960-01-04"">4 janvier 1960</time> à Villeblevin, est un écrivain, philosophe, romancier, dramaturge, essayiste et nouvelliste français. Il est aussi journaliste militant engagé dans la Résistance française et proche des courants libertaires dans les combats moraux de l'après-guerre. </p><p>Son œuvre comprend des pièces de théâtre, des romans, des nouvelles, des films, des poèmes et des essais dans lesquels il développe un humanisme fondé sur la prise de conscience de l'absurde de la condition humaine mais aussi sur la révolte comme réponse à l'absurde, révolte qui conduit à l'action et donne un sens au monde et à l'existence. Il reçoit le prix Nobel de littérature en 1957. </p><p>Dans le journal <i>Combat</i>, il prend position aussi bien sur la question de l'indépendance de l'Algérie que sur ses rapports avec le Parti communiste algérien, qu'il quitte après un court passage de deux ans. Il proteste successivement contre les inégalités qui frappent les musulmans d'Afrique du Nord, puis contre la caricature du pied-noir exploiteur, ou prenant la défense des Espagnols exilés antifascistes, des victimes du stalinisme et des objecteurs de conscience. En marge de certains courants philosophiques, Camus est d'abord témoin de son temps et ne cesse de lutter contre les idéologies et les abstractions qui détournent de l'humain. Il est ainsi amené à s'opposer à l'existentialisme et au marxisme. Sa critique du totalitarisme soviétique lui vaut les anathèmes de communistes et sa rupture avec Jean-Paul Sartre. </p> 
Paul Ricœur	1913	2005	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/6/67/Paul_Ricoeur_Balzan.png	https://fr.wikipedia.org/wiki/Paul_Ric%C5%93ur	<p><b>Paul Ricœur</b>, né le <time datetime=""1913-02-27"" data-sort-value=""1913-02-27"">27 février 1913</time> à Valence (Drôme) et mort le <time datetime=""2005-05-20"" data-sort-value=""2005-05-20"">20 mai 2005</time> à Châtenay-Malabry (Hauts-de-Seine), est un philosophe français. </p><p>Il s'inscrit dans les courants de la phénoménologie et l'herméneutique, en dialogue constant avec les sciences humaines et sociales. Il s'intéresse aussi à l'existentialisme chrétien et à la théologie protestante. Son œuvre est axée autour des concepts de sens, de subjectivité et de fonction <span>heuristique</span> de la fiction, notamment dans la littérature et l'histoire. </p> <meta property=""mw:PageProp/toc"">
Paul Grice	1913	1988	Philosophie analytique		https://fr.wikipedia.org/wiki/Paul_Grice	<p><b>Herbert Paul Grice</b> (né le <time datetime=""1913-03-13"" data-sort-value=""1913-03-13"">13 mars 1913</time> à Birmingham, Angleterre et mort le <time datetime=""1988-08-28"" data-sort-value=""1988-08-28"">28 août 1988</time> à Berkeley, Californie) est un philosophe du langage et linguiste britannique. Il publiait ses ouvrages sous le nom de <b>Paul Grice</b>. </p> 
Jean-Toussaint Desanti	1914	2002	Épistémologues français		https://fr.wikipedia.org/wiki/Jean-Toussaint_Desanti	<p><b>Jean-Toussaint Desanti</b> est un philosophe français, d'inspiration marxiste, qui fut notamment philosophe des mathématiques, né le <time datetime=""1914-10-08"" data-sort-value=""1914-10-08"">8 octobre 1914</time> à Ajaccio et mort le <time datetime=""2002-01-20"" data-sort-value=""2002-01-20"">20 janvier 2002</time> à Paris <abbr title=""Dixième"">10<sup>e</sup></abbr>. Son œuvre principale est <i>Les Idéalités mathématiques, recherches épistémologiques sur le développement de la théorie des fonctions de variables réelles</i> (1968). Il se distingue également par ses recherches sur la phénoménologie. </p>
Arthur Prior	1914	1969	Philosophie analytique		https://fr.wikipedia.org/wiki/Arthur_Prior	<p><b>Arthur Norman Prior</b> (4 décembre 1914 - 6 octobre 1969), ou <b>A. N. Prior</b>, était un logicien et philosophe né en Nouvelle-Zélande. Arthur Prior est considéré, depuis son livre <i>Time and Modality</i> (publié en 1957) comme le fondateur de la logique temporelle, et a apporté d'importantes contributions à la logique intensionnelle, en particulier avec son livre <i>Objets de pensée</i> (1971). </p>
Roland Barthes	1915	1980	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/3/3f/Roland_Barthes_1969.jpg	https://fr.wikipedia.org/wiki/Roland_Barthes	<p><b>Roland Barthes</b>, né le <time datetime=""1915-11-12"" data-sort-value=""1915-11-12"">12 novembre 1915</time> à Cherbourg et mort le <time datetime=""1980-03-26"" data-sort-value=""1980-03-26"">26 mars 1980</time> à Paris, est un philosophe, critique littéraire et sémiologue français. </p><p>Directeur d'études à l'École Pratique des Hautes Études jusqu'en 1975, puis à l'École des hautes études en sciences sociales (EHESS) et professeur au Collège de France, il est l'un des principaux animateurs du post-structuralisme et de la sémiologie linguistique et photographique en France. </p>
Roderick Chisholm	1916	1999	Philosophie analytique		https://fr.wikipedia.org/wiki/Roderick_Chisholm	<p><b>Roderick Milton Chisholm</b> (né le <time datetime=""1916-11-27"" data-sort-value=""1916-11-27"">27 novembre 1916</time> dans le comté de Bristol et mort le <time datetime=""1999-01-19"" data-sort-value=""1999-01-19"">19 janvier 1999</time> à Providence) est un philosophe américain connu pour ses travaux en théorie de la connaissance et en métaphysique. </p><p>Il a été professeur dans plusieurs universités prestigieuses, telles que Syracuse University, <i>University of Massachusetts Amherst</i> et à Brown University, où il a enseigné pendant plus de 40 ans. Il a publié de nombreux articles et livres sur des sujets tels que la conscience, la connaissance, la justification et la responsabilité morale. Il est surtout connu pour son travail sur la nature de la justification et la justification des croyances, ainsi que pour sa théorie de l'identité personnelle basée sur la continuité et la coïncidence des propriétés ; selon laquelle une personne est une substance simple et non décomposable. </p><p>Chisholm a eu une grande influence sur la philosophie analytique et a été largement reconnu pour sa contribution à la philosophie de la conscience et à la métaphysique. </p> 
Peter Geach	1916	2013	Philosophie analytique		https://fr.wikipedia.org/wiki/Peter_Geach	<p><b>Peter Thomas Geach</b> (né le <time datetime=""1916-03-29"" data-sort-value=""1916-03-29"">29 mars 1916</time> à Chelsea en Londres, mort le <time datetime=""2013-12-21"" data-sort-value=""2013-12-21"">21 décembre 2013</time>) est un philosophe et logicien britannique. </p>
Georg Von Wright	1916	2003	Philosophie analytique		https://fr.wikipedia.org/wiki/Georg_Wagner	 
Donald Davidson	1917	2003	Philosophie analytique		https://fr.wikipedia.org/wiki/Donald_Davidson	<p><b>Donald Davidson</b> (<time datetime=""1917-03-06"" data-sort-value=""1917-03-06"">6 mars 1917</time> - <time datetime=""2003-08-30"" data-sort-value=""2003-08-30"">30 août 2003</time> ) est un philosophe américain, dont l'œuvre eut une grande influence, dans tous les domaines de la pensée, à partir des années 1960, et particulièrement en philosophie de l'action, en philosophie de l'esprit et en philosophie du langage. Son œuvre fait la synthèse de plusieurs philosophes, tels qu'Aristote, Kant, Wittgenstein, Frank Ramsey, Quine, et Anscombe. </p>
John Leslie Mackie	1917	1981	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/e/e7/John_Leslie_Mackie.png	https://fr.wikipedia.org/wiki/John_Leslie_Mackie	<p><b>John Leslie Mackie</b> FBA (<time datetime=""1917-08-25"" data-sort-value=""1917-08-25"">25 août 1917</time> - <time datetime=""1981-12-12"" data-sort-value=""1981-12-12"">12 décembre 1981</time>) est un philosophe australien. Il apporte des contributions significatives à la philosophie de la religion, à la métaphysique et à la philosophie du langage, et est peut-être mieux connu pour ses vues sur la Méta-éthique, en particulier sa défense du scepticisme moral, ainsi que sa défense sophistiquée de l'athéisme. Il écrit six livres. Son œuvre la plus connue, <i>Ethics : Inventing Right and Wrong</i> (1977), s'ouvre en déclarant avec audace : « Il n'y a pas de valeurs objectives. Il poursuit en affirmant qu'à cause de cela, l'éthique doit être inventée plutôt que découverte. Sa publication posthume <i>The Miracle of Theism: Arguments For and Against the Existence of God</i> (1982) est qualifiée <i>de</i> <i>tour de force</i> dans la philosophie analytique contemporaine. En 1980, le magazine <i>Time</i> le décrit comme ""peut-être le plus capable des philosophes athées d'aujourd'hui"". </p>
Louis Althusser	1918	1990	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/6/6f/Louis_Althusser_sketch_%288420987781%29.jpg	https://fr.wikipedia.org/wiki/Louis_Althusser	<p><b>Louis Althusser</b> <span title=""Alphabet phonétique international"">[<span title=""[l] « l » dans « loup »."">l</span><span title=""[w] « w » dans « web », « ou » dans « oui »."">w</span><span title=""[i] « i » dans « si »."">i</span> <span title=""[a] « a » dans « patte »."">a</span><span title=""[l] « l » dans « loup »."">l</span><span title=""[t] en français « t » dans « tous » ; ailleurs avec la langue un peu plus en arrière."">t</span><span title=""[y] « u » dans « tu »."">y</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span><span title=""[ɛ] « è » dans « mère »."">ɛ</span><span title=""[ʁ] « r » dans « roue »."">ʁ</span>]</span>, né le <time datetime=""1918-10-16"" data-sort-value=""1918-10-16"">16 octobre 1918</time> à Birmandreis, aujourd'hui Bir Mourad Raïs (Algérie), mort le <time datetime=""1990-10-22"" data-sort-value=""1990-10-22"">22 octobre 1990</time> à La Verrière (Yvelines), est un philosophe français. </p><p>Membre du Parti communiste, il est à l'origine d'un important renouvellement de la pensée marxiste dans une perspective généralement associée au structuralisme, théorie caractéristique du <i>Zeitgeist</i> des années 1960, avec notamment Roland Barthes et Claude Lévi-Strauss. En 1980, il se rend coupable du meurtre de sa compagne Hélène Rytmann. </p>
Elizabeth Anscombe	1919	2001	Philosophie analytique		https://fr.wikipedia.org/wiki/Elizabeth_Anscombe	 
Iris Murdoch	1919	1999	Philosophie XXe	https://upload.wikimedia.org/wikipedia/commons/0/0b/20201121-DSC02246.jpg	https://fr.wikipedia.org/wiki/Iris_Murdoch	<p><b>Iris Murdoch</b>, née le <time datetime=""1919-07-15"" data-sort-value=""1919-07-15"">15 juillet 1919</time> à Dublin et morte le <time datetime=""1999-02-08"" data-sort-value=""1999-02-08"">8 février 1999</time> à Oxford est une écrivaine et philosophe irlandaise. </p> 
Peter Frederick Strawson	1919	2006	Philosophie analytique		https://fr.wikipedia.org/wiki/Peter_Frederick_Strawson	<p>Sir <b>Peter Frederick Strawson</b>, né le <time datetime=""1919-11-23"" data-sort-value=""1919-11-23"">23 novembre 1919</time> à Ealing, à Londres, mort le <time datetime=""2006-02-13"" data-sort-value=""2006-02-13"">13 février 2006</time> à Londres, est un philosophe britannique, rattaché au courant de la philosophie analytique. Il tente de refonder la métaphysique à partir d'une analyse de l'individualité et du langage. </p>
R. M. Hare	1919	2002	Philosophie analytique		https://fr.wikipedia.org/wiki/R._M._Hare	 
Mario Bunge	1919	2020	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/2/28/MarioBungesmall.jpg	https://fr.wikipedia.org/wiki/Mario_Bunge	<p><b>Mario Augusto Bunge</b>, né le <time datetime=""1919-09-21"" data-sort-value=""1919-09-21"">21 septembre 1919</time> à Buenos Aires en Argentine et mort le <time datetime=""2020-02-25"" data-sort-value=""2020-02-25"">25 février 2020</time> à Montréal (Canada), est un physicien et philosophe canadien et argentin, fondateur de la revue <i>Minerva</i> en 1944. </p><p>Il s'opposait au régime militaire du Groupe d'officiers unis, et considérait que « la guerre contre le fascisme impliquait le combat philosophique contre l'irrationalisme, en particulier les <i>astradas</i> et les <i>gentas</i> », à savoir les disciples de Carlos Astrada et de Jordán Bruno Genta. Son œuvre philosophique s'inscrit dans la pensée matérialiste, et plus précisément dans le courant évolutionniste du matérialisme scientifique. Ce matérialisme est dit scientifique au <abbr title=""19ᵉ siècle""><span>XIX</span><sup style=""font-size:72%"">e</sup></abbr> siècle par opposition d'une part au matérialisme des philosophes, et d'autre part au matérialisme éthique ou moral (sens vernaculaire : attitude matérialiste). </p>
Gilles Gaston Granger	1920	2016	Épistémologues français	https://upload.wikimedia.org/wikipedia/commons/2/2d/Gilles_Gaston_Granger_%28Epist%C3%A9mologie%2C_CNAM-Paris%29_-_Archives_Philippe_Binant.jpg	https://fr.wikipedia.org/wiki/Gilles_Gaston_Granger	<p><b>Gilles Gaston Granger</b>, né le <time datetime=""1920-01-28"" data-sort-value=""1920-01-28"">28 janvier 1920</time> à Paris et mort le <time datetime=""2016-08-24"" data-sort-value=""2016-08-24"">24 août 2016</time>, est un épistémologue et philosophe rationaliste français spécialiste d'épistémologie comparative. </p><p>Il est considéré comme l'un des plus importants épistémologues du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle. </p>
J. J. C. Smart	1920	2012	Philosophie analytique		https://fr.wikipedia.org/wiki/J._J._C._Smart	 
Jules Vuillemin	1920	2001	Épistémologues français		https://fr.wikipedia.org/wiki/Jules_Vuillemin	<p><b>Jules Vuillemin</b>, né le <time datetime=""1920-02-15"" data-sort-value=""1920-02-15"">15 février 1920</time> à Pierrefontaine-les-Varans (Doubs) et mort le <time datetime=""2001-01-16"" data-sort-value=""2001-01-16"">16 janvier 2001</time> aux Fourgs (Doubs), est un philosophe rationaliste et épistémologue français. </p><p>Vuillemin est considéré comme un des plus importants philosophes du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle<sup>,</sup>. </p> 
Philippa Foot	1920	2010	Philosophie morale	https://upload.wikimedia.org/wikipedia/commons/1/13/Philippa_Foot_1939.jpg	https://fr.wikipedia.org/wiki/Philippa_Foot	<p><b>Philippa Ruth Foot</b>, née <b>Bosanquet</b> le <time datetime=""1920-10-03"" data-sort-value=""1920-10-03"">3 octobre 1920</time> à Owston Ferry et morte le <time datetime=""2010-10-03"" data-sort-value=""2010-10-03"">3 octobre 2010</time> à Oxford, est une philosophe britanno-américaine. Elle est surtout connue pour ses travaux en éthique, étant l'une des fondatrices de l'éthique de la vertu contemporaine. </p><p>Certains de ses travaux, dont le célèbre dilemme du tramway, ont été cruciaux pour le retour de l'éthique normative en philosophie analytique. Athée convaincue, elle est reconnue pour sa critique du conséquentialisme. </p>
John Rawls	1921	2002	Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/d/dd/John_Rawls_%281971_photo_portrait%29.jpg	https://fr.wikipedia.org/wiki/John_Rawls	<p><b>John Rawls</b> est un philosophe américain né le <time datetime=""1921-02-21"" data-sort-value=""1921-02-21"">21 février 1921</time> à Baltimore et mort le <time datetime=""2002-11-24"" data-sort-value=""2002-11-24"">24 novembre 2002</time> à Lexington. Rawls est l'un des philosophes politiques du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle les plus étudiés. Professeur dans les universités de Princeton, Oxford, Cornell et Harvard jusqu'en 1995, il a été rendu célèbre par son œuvre majeure, à laquelle il travaillait depuis les années 1960 et qui parut sous le titre <i>A Theory of Justice</i> (<i>Théorie de la justice</i>) en 1971. </p><p>Rawls élabore sa théorie durant une période marquée par la guerre du Viêt Nam et la lutte pour les droits civiques, où les États-Unis sont traversés par de profonds mouvements culturels et sociaux. Axée sur les notions d'éthique et de justice, son œuvre renoue avec une tradition contractualiste délaissée, et prolonge la réflexion libérale en cherchant à articuler rationnellement liberté individuelle et solidarité sociale. Sa pensée est largement commentée et critiquée dans le monde anglo-saxon. </p>
Julien Freund	1921	1993	Philosophie sociale et politique XXe		https://fr.wikipedia.org/wiki/Julien_Freund	<p><b>Julien Freund</b>, né le <time datetime=""1921-01-09"" data-sort-value=""1921-01-09"">9 janvier 1921</time> à Henridorff et mort le <time datetime=""1993-09-10"" data-sort-value=""1993-09-10"">10 septembre 1993</time> à Colmar, est un philosophe, sociologue et résistant français. </p><p>Freund fut un <span>« libéral-conservateur insatisfait »</span>, selon Pierre-André Taguieff. Son œuvre de sociologue et de théoricien du politique prolonge celle de Carl Schmitt. Il fut aussi un médiateur entre les pensées allemande et française. Il participa aux travaux du GRECE. </p><p>Parlant le francique lorrain du fait de son lieu de naissance, Julien Freund — comme beaucoup de personnes issues de la partie germanophone du département mosellan — s’exprimait par ailleurs aussi bien en français qu’en allemand. Par ses traductions et ses travaux, il est considéré comme le principal introducteur de Max Weber en France même si certaines de ses traductions sont aujourd'hui contestées. Il publia donc un grand nombre d’articles en français ainsi qu'en allemand et ses œuvres ont été traduites en près de 20 langues. </p>
William Alston	1921	2009	Philosophie analytique		https://fr.wikipedia.org/wiki/William_Alston	<p><b>William Payne Alston</b> né le <time datetime=""1921-11-29"" data-sort-value=""1921-11-29"">29 novembre 1921</time> à Shreveport en Louisiane et mort le <time datetime=""2009-09-13"" data-sort-value=""2009-09-13"">13 septembre 2009</time> à Jamesville (New York) <span title=""Article en anglais : « Jamesville, New York »"">(en)</span> est un philosophe américain. </p>
Ruth Barcan Marcus	1921	2012	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/0/07/Ruth_Barcan_Marcus.jpg	https://fr.wikipedia.org/wiki/Ruth_Barcan_Marcus	<p><b>Ruth Barcan Marcus</b> (<time datetime=""1921-08-02"" data-sort-value=""1921-08-02"">2 août 1921</time> dans le Bronx - <time datetime=""2012-02-19"" data-sort-value=""2012-02-19"">19 février 2012</time>) est une philosophe et logicienne américaine, plus particulièrement connue pour ses découvertes en logique modale, comme la Formule de Barcan. </p><p>Ses travaux en philosophie du langage et en philosophie de la logique sur la quantification substitutionnelle ou l'identité et la référence des termes ont une influence sur les théories de la Référence directe de Saul Kripke. </p> 
